"No.","Time","Source","Destination","Protocol","Length","Info"
"1929","185.695044","192.168.1.5","3.128.177.160","TLSv1.2","583","Client Hello"
"1930","185.936968","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"1931","185.937729","192.168.1.5","69.171.250.60","TLSv1.2","263","Application Data"
"1932","185.938694","3.128.177.160","192.168.1.5","TCP","66","443  >  51452 [ACK] Seq=1 Ack=518 Win=62208 Len=0 TSval=3791410944 TSecr=2061226297"
"1933","185.938698","3.128.177.160","192.168.1.5","TLSv1.2","1506","Server Hello"
"1934","185.938874","3.128.177.160","192.168.1.5","TLSv1.2","1506","Certificate [TCP segment of a reassembled PDU]"
"1935","185.938878","3.128.177.160","192.168.1.5","TLSv1.2","210","Server Key Exchange, Server Hello Done"
"1936","185.938908","192.168.1.5","3.128.177.160","TCP","66","51452  >  443 [ACK] Seq=518 Ack=1441 Win=130304 Len=0 TSval=2061226539 TSecr=3791410944"
"1937","185.938971","192.168.1.5","3.128.177.160","TCP","66","51452  >  443 [ACK] Seq=518 Ack=3025 Win=128704 Len=0 TSval=2061226539 TSecr=3791410944"
"1938","185.942568","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1939","185.942665","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=26187 Win=2045 Len=0 TSval=867834471 TSecr=1123473156"
"1940","185.950096","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=26187 Ack=8959 Win=835 Len=0 TSval=1123473162 TSecr=867834467"
"1941","185.950100","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=26187 Ack=9156 Win=846 Len=0 TSval=1123473163 TSecr=867834467"
"1942","186.032987","192.168.1.5","3.128.177.160","TCP","66","51452  >  443 [FIN, ACK] Seq=518 Ack=3025 Win=131072 Len=0 TSval=2061226631 TSecr=3791410944"
"1943","186.222193","69.171.250.60","192.168.1.5","TLSv1.2","111","Application Data"
"1944","186.222293","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=26232 Win=2047 Len=0 TSval=867834749 TSecr=1123473436"
"1945","186.260498","3.128.177.160","192.168.1.5","TCP","66","443  >  51452 [FIN, ACK] Seq=3025 Ack=519 Win=62208 Len=0 TSval=3791411281 TSecr=2061226631"
"1946","186.260653","192.168.1.5","3.128.177.160","TCP","66","51452  >  443 [ACK] Seq=519 Ack=3026 Win=131072 Len=0 TSval=2061226858 TSecr=3791411281"
"1947","186.707036","69.171.250.60","192.168.1.5","TLSv1.2","140","Application Data"
"1948","186.707180","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=26306 Win=2046 Len=0 TSval=867835232 TSecr=1123473869"
"1949","188.956452","69.171.250.60","192.168.1.5","TLSv1.2","221","Application Data"
"1950","188.956458","69.171.250.60","192.168.1.5","TLSv1.2","201","Application Data"
"1951","188.956573","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=26596 Win=2043 Len=0 TSval=867837478 TSecr=1123476083"
"1952","192.847850","95.217.173.128","192.168.1.5","TLSv1.2","103","Application Data"
"1953","192.847972","192.168.1.5","95.217.173.128","TCP","66","51125  >  443 [ACK] Seq=298405 Ack=4363 Win=2047 Len=0 TSval=3827011508 TSecr=2477801216"
"1954","193.259863","69.171.250.60","192.168.1.5","TLSv1.2","114","Application Data"
"1955","193.259999","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=26644 Win=2047 Len=0 TSval=867841780 TSecr=1123480434"
"1956","194.894990","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1957","195.787435","192.168.1.5","216.58.196.182","TCP","78","51454  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3924388683 TSecr=0 SACK_PERM=1"
"1958","195.803244","216.58.196.182","192.168.1.5","TCP","74","443  >  51454 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=651495755 TSecr=3924388683 WS=256"
"1959","195.803347","192.168.1.5","216.58.196.182","TCP","66","51454  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0 TSval=3924388699 TSecr=651495755"
"1960","195.807048","192.168.1.5","216.58.196.182","TLSv1.3","701","Client Hello"
"1961","195.816524","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1962","195.828704","216.58.196.182","192.168.1.5","TCP","66","443  >  51454 [ACK] Seq=1 Ack=636 Win=66816 Len=0 TSval=651495783 TSecr=3924388702"
"1963","195.862387","216.58.196.182","192.168.1.5","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"1964","195.862504","192.168.1.5","216.58.196.182","TCP","66","51454  >  443 [ACK] Seq=636 Ack=213 Win=131648 Len=0 TSval=3924388756 TSecr=651495816"
"1965","195.864098","192.168.1.5","216.58.196.182","TLSv1.3","130","Change Cipher Spec, Application Data"
"1966","195.867579","192.168.1.5","216.58.196.182","TLSv1.3","236","Application Data"
"1967","195.883340","216.58.196.182","192.168.1.5","TLSv1.3","646","Application Data, Application Data"
"1968","195.883348","216.58.196.182","192.168.1.5","TLSv1.3","97","Application Data"
"1969","195.883476","192.168.1.5","216.58.196.182","TCP","66","51454  >  443 [ACK] Seq=870 Ack=793 Win=131072 Len=0 TSval=3924388776 TSecr=651495833"
"1970","195.883477","192.168.1.5","216.58.196.182","TCP","66","51454  >  443 [ACK] Seq=870 Ack=824 Win=131008 Len=0 TSval=3924388776 TSecr=651495834"
"1971","195.884002","192.168.1.5","216.58.196.182","TLSv1.3","97","Application Data"
"1972","195.901398","216.58.196.182","192.168.1.5","TCP","66","443  >  51454 [ACK] Seq=824 Ack=901 Win=68096 Len=0 TSval=651495855 TSecr=3924388776"
"1973","195.947203","192.168.1.5","95.217.173.128","TLSv1.2","103","Application Data"
"1974","196.113926","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=4363 Ack=298442 Win=17812 Len=0 TSval=2477804597 TSecr=3827014601"
"1975","196.840094","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"1976","197.864131","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1977","198.295157","192.168.1.5","125.22.47.125","DNS","108","Standard query 0xd25e A dsx-4874e082a67cf82c.elb.us-west-2.amazonaws.com"
"1978","198.297040","192.168.1.5","54.218.143.40","TCP","78","51455  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2019431362 TSecr=0 SACK_PERM=1"
"1979","198.304109","125.22.47.125","192.168.1.5","DNS","261","Standard query response 0xd25e A dsx-4874e082a67cf82c.elb.us-west-2.amazonaws.com A 54.218.143.40 NS ns-1283.awsdns-32.org NS ns-1870.awsdns-41.co.uk NS ns-424.awsdns-53.com NS ns-748.awsdns-29.net"
"1980","198.582326","54.218.143.40","192.168.1.5","TCP","74","443  >  51455 [SYN, ACK] Seq=0 Ack=1 Win=62643 Len=0 MSS=1460 SACK_PERM=1 TSval=1378409015 TSecr=2019431362 WS=128"
"1981","198.582411","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=2019431646 TSecr=1378409015"
"1982","198.583148","192.168.1.5","54.218.143.40","TLSv1.2","583","Client Hello"
"1983","198.887946","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"1984","198.888395","54.218.143.40","192.168.1.5","TCP","66","443  >  51455 [ACK] Seq=1 Ack=518 Win=62208 Len=0 TSval=1378409302 TSecr=2019431646"
"1985","198.888397","54.218.143.40","192.168.1.5","TLSv1.2","1506","Server Hello"
"1986","198.888489","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [ACK] Seq=518 Ack=1441 Win=130304 Len=0 TSval=2019431951 TSecr=1378409303"
"1987","198.888628","54.218.143.40","192.168.1.5","TLSv1.2","1506","Certificate, Server Key Exchange"
"1988","198.888632","54.218.143.40","192.168.1.5","TLSv1.2","74","Server Hello Done"
"1989","198.888697","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [ACK] Seq=518 Ack=2889 Win=129600 Len=0 TSval=2019431951 TSecr=1378409303"
"1990","198.896195","192.168.1.5","54.218.143.40","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1991","199.195274","54.218.143.40","192.168.1.5","TCP","66","443  >  51455 [ACK] Seq=2889 Ack=611 Win=62208 Len=0 TSval=1378409614 TSecr=2019431958"
"1992","199.195278","54.218.143.40","192.168.1.5","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"1993","199.195367","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [ACK] Seq=611 Ack=2940 Win=131008 Len=0 TSval=2019432257 TSecr=1378409614"
"1994","199.196546","192.168.1.5","54.218.143.40","TLSv1.2","359","Application Data"
"1995","199.197409","192.168.1.5","54.218.143.40","TLSv1.2","139","Application Data"
"1996","199.502511","54.218.143.40","192.168.1.5","TCP","66","443  >  51455 [ACK] Seq=2940 Ack=904 Win=61952 Len=0 TSval=1378409914 TSecr=2019432258"
"1997","199.502517","54.218.143.40","192.168.1.5","TCP","66","443  >  51455 [ACK] Seq=2940 Ack=977 Win=61952 Len=0 TSval=1378409916 TSecr=2019432258"
"1998","199.502518","54.218.143.40","192.168.1.5","TLSv1.2","820","Application Data"
"1999","199.502619","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [ACK] Seq=977 Ack=3694 Win=130304 Len=0 TSval=2019432563 TSecr=1378409918"
"2000","199.509827","192.168.1.5","54.218.143.40","TCP","78","51457  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2269773709 TSecr=0 SACK_PERM=1"
"2001","199.809736","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"2002","199.809946","54.218.143.40","192.168.1.5","TCP","74","80  >  51457 [SYN, ACK] Seq=0 Ack=1 Win=62643 Len=0 MSS=1460 SACK_PERM=1 TSval=410032581 TSecr=2269773709 WS=128"
"2003","199.810055","192.168.1.5","54.218.143.40","TCP","66","51457  >  80 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=2269774009 TSecr=410032581"
"2004","199.810843","192.168.1.5","54.218.143.40","TCP","329","51457  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131712 Len=263 TSval=2269774009 TSecr=410032581 [TCP segment of a reassembled PDU]"
"2005","199.813332","192.168.1.5","54.218.143.40","HTTP/JSON","302","POST /dispatch/fetch?mid=ca1ce656b7813320168e9c4c422af7ce&cv=7&ct=ct-sys HTTP/1.1 , JavaScript Object Notation (application/json)"
"2006","200.117485","54.218.143.40","192.168.1.5","TCP","66","80  >  51457 [ACK] Seq=1 Ack=264 Win=62464 Len=0 TSval=410032884 TSecr=2269774009"
"2007","200.117489","54.218.143.40","192.168.1.5","TCP","66","80  >  51457 [ACK] Seq=1 Ack=500 Win=62336 Len=0 TSval=410032884 TSecr=2269774012"
"2008","200.117489","54.218.143.40","192.168.1.5","HTTP","241","HTTP/1.1 211 UNKNOWN "
"2009","200.117562","192.168.1.5","54.218.143.40","TCP","66","51457  >  80 [ACK] Seq=500 Ack=176 Win=131584 Len=0 TSval=2269774315 TSecr=410032891"
"2010","200.134205","192.168.1.5","54.218.143.40","TCP","66","51457  >  80 [FIN, ACK] Seq=500 Ack=176 Win=131584 Len=0 TSval=2269774331 TSecr=410032891"
"2011","200.134279","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [FIN, ACK] Seq=977 Ack=3694 Win=131072 Len=0 TSval=2019433192 TSecr=1378409918"
"2012","200.424971","54.218.143.40","192.168.1.5","TCP","66","80  >  51457 [FIN, ACK] Seq=176 Ack=501 Win=62336 Len=0 TSval=410033204 TSecr=2269774331"
"2013","200.424979","54.218.143.40","192.168.1.5","TCP","66","443  >  51455 [FIN, ACK] Seq=3694 Ack=978 Win=61952 Len=0 TSval=1378410851 TSecr=2019433192"
"2014","200.425146","192.168.1.5","54.218.143.40","TCP","66","51457  >  80 [ACK] Seq=501 Ack=177 Win=131584 Len=0 TSval=2269774621 TSecr=410033204"
"2015","200.425231","192.168.1.5","54.218.143.40","TCP","66","51455  >  443 [ACK] Seq=978 Ack=3695 Win=131072 Len=0 TSval=2019433482 TSecr=1378410851"
"2016","200.833761","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"2017","200.834622","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"2018","200.835583","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"2019","200.836445","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"2020","200.837400","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"2021","200.837483","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"2022","200.838282","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"2023","200.838353","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"2024","202.792478","192.168.1.5","108.174.11.37","TLSv1.2","112","Application Data"
"2025","203.087654","108.174.11.37","192.168.1.5","TLSv1.2","112","Application Data"
"2026","203.087783","192.168.1.5","108.174.11.37","TCP","66","51100  >  443 [ACK] Seq=93 Ack=645 Win=2047 Len=0 TSval=611847707 TSecr=2762822122"
"2027","207.183616","69.171.250.60","192.168.1.5","TLSv1.2","477","Application Data"
"2028","207.183624","69.171.250.60","192.168.1.5","TCP","1446","443  >  51166 [ACK] Seq=27055 Ack=9156 Win=846 Len=1380 TSval=1123494336 TSecr=867841780 [TCP segment of a reassembled PDU]"
"2029","207.183626","69.171.250.60","192.168.1.5","TLSv1.2","560","Application Data, Application Data"
"2030","207.183749","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=28929 Win=2012 Len=0 TSval=867855678 TSecr=1123494336"
"2031","207.344066","192.168.1.5","142.250.195.206","TCP","1484","51352  >  443 [ACK] Seq=17700 Ack=3764 Win=2048 Len=1418 TSval=939247709 TSecr=3792020056 [TCP segment of a reassembled PDU]"
"2032","207.344067","192.168.1.5","142.250.195.206","TLSv1.2","463","Application Data"
"2033","207.344150","192.168.1.5","142.250.195.206","TLSv1.2","1467","Application Data"
"2034","207.358332","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=3764 Ack=19118 Win=1328 Len=0 TSval=3792057275 TSecr=939247709"
"2035","207.363363","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=3764 Ack=19515 Win=1330 Len=0 TSval=3792057281 TSecr=939247709"
"2036","207.364493","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=3764 Ack=20916 Win=1328 Len=0 TSval=3792057282 TSecr=939247709"
"2037","207.405272","142.250.195.206","192.168.1.5","TLSv1.2","465","Application Data"
"2038","207.405276","142.250.195.206","192.168.1.5","TLSv1.2","159","Application Data, Application Data"
"2039","207.405277","142.250.195.206","192.168.1.5","TLSv1.2","105","Application Data"
"2040","207.405350","192.168.1.5","142.250.195.206","TCP","66","51352  >  443 [ACK] Seq=20916 Ack=4295 Win=2039 Len=0 TSval=939247767 TSecr=3792057322"
"2041","207.406003","192.168.1.5","142.250.195.206","TLSv1.2","105","Application Data"
"2042","207.417576","142.250.195.206","192.168.1.5","TCP","66","443  >  51352 [ACK] Seq=4295 Ack=20955 Win=1331 Len=0 TSval=3792057335 TSecr=939247767"
"2043","207.527340","69.171.250.60","192.168.1.5","TLSv1.2","123","Application Data"
"2044","207.527474","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=28986 Win=2047 Len=0 TSval=867856016 TSecr=1123494741"
"2045","207.717888","69.171.250.60","192.168.1.5","TLSv1.2","251","Application Data"
"2046","207.718029","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9156 Ack=29171 Win=2045 Len=0 TSval=867856206 TSecr=1123494932"
"2047","209.874589","192.168.1.5","125.22.47.125","DNS","78","Standard query 0x9859 A ping.chartbeat.net"
"2048","209.882526","125.22.47.125","192.168.1.5","DNS","343","Standard query response 0x9859 A ping.chartbeat.net A 35.171.219.207 A 3.86.73.220 A 54.210.109.30 A 34.197.178.4 A 34.193.33.53 A 107.23.67.161 A 34.201.211.149 A 54.172.203.45 NS ns-125.awsdns-15.com NS ns-1329.awsdns-38.org NS ns-1726.awsdns-23.co.uk NS ns-905.awsdns-49.net"
"2049","209.885107","192.168.1.5","54.172.203.45","TCP","78","51458  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3759340081 TSecr=0 SACK_PERM=1"
"2050","210.099520","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"2051","210.101537","54.172.203.45","192.168.1.5","TCP","74","443  >  51458 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=3101788071 TSecr=3759340081 WS=256"
"2052","210.101650","192.168.1.5","54.172.203.45","TCP","66","51458  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3759340297 TSecr=3101788071"
"2053","210.104816","192.168.1.5","54.172.203.45","TLSv1.2","583","Client Hello"
"2054","210.116359","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=29171 Ack=9284 Win=846 Len=0 TSval=1123497327 TSecr=867858585"
"2055","210.315579","54.172.203.45","192.168.1.5","TCP","66","443  >  51458 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=3101788127 TSecr=3759340300"
"2056","210.316769","54.172.203.45","192.168.1.5","TLSv1.2","1506","Server Hello"
"2057","210.316772","54.172.203.45","192.168.1.5","TLSv1.2","1506","Certificate [TCP segment of a reassembled PDU]"
"2058","210.316773","54.172.203.45","192.168.1.5","TLSv1.2","247","Server Key Exchange, Server Hello Done"
"2059","210.316832","192.168.1.5","54.172.203.45","TCP","66","51458  >  443 [ACK] Seq=518 Ack=3062 Win=128704 Len=0 TSval=3759340509 TSecr=3101788127"
"2060","210.321062","192.168.1.5","54.172.203.45","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2061","210.321900","192.168.1.5","54.172.203.45","TLSv1.2","243","Application Data"
"2062","210.322014","192.168.1.5","54.172.203.45","TLSv1.2","499","Application Data"
"2063","210.562288","54.172.203.45","192.168.1.5","TLSv1.2","324","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2064","210.562295","54.172.203.45","192.168.1.5","TLSv1.2","135","Application Data"
"2065","210.562296","54.172.203.45","192.168.1.5","TLSv1.2","104","Application Data"
"2066","210.562297","54.172.203.45","192.168.1.5","TLSv1.2","255","Application Data"
"2067","210.562298","54.172.203.45","192.168.1.5","TLSv1.2","104","Application Data"
"2068","210.562437","192.168.1.5","54.172.203.45","TCP","66","51458  >  443 [ACK] Seq=1254 Ack=3389 Win=130688 Len=0 TSval=3759340754 TSecr=3101788181"
"2069","210.562438","192.168.1.5","54.172.203.45","TCP","66","51458  >  443 [ACK] Seq=1254 Ack=3427 Win=130688 Len=0 TSval=3759340754 TSecr=3101788182"
"2070","210.562531","192.168.1.5","54.172.203.45","TCP","66","51458  >  443 [ACK] Seq=1254 Ack=3654 Win=130432 Len=0 TSval=3759340754 TSecr=3101788182"
"2071","210.563087","192.168.1.5","54.172.203.45","TLSv1.2","104","Application Data"
"2072","210.971760","54.172.203.45","192.168.1.5","TCP","66","443  >  51458 [ACK] Seq=3654 Ack=1292 Win=30208 Len=0 TSval=3101788268 TSecr=3759340754"
"2073","211.380450","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"2074","212.098169","95.217.173.128","192.168.1.5","TLSv1.2","261","Application Data"
"2075","212.098317","192.168.1.5","95.217.173.128","TCP","66","51125  >  443 [ACK] Seq=298442 Ack=4558 Win=2044 Len=0 TSval=3827030715 TSecr=2477820556"
"2076","212.098510","192.168.1.5","108.174.11.85","TCP","66","51446  >  443 [FIN, ACK] Seq=1519 Ack=9834 Win=131072 Len=0 TSval=841583496 TSecr=1058608325"
"2077","212.404482","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"2078","212.411720","108.174.11.85","192.168.1.5","TCP","66","443  >  51446 [FIN, ACK] Seq=9834 Ack=1520 Win=49152 Len=0 TSval=1058682957 TSecr=841583496"
"2079","212.411850","192.168.1.5","108.174.11.85","TCP","66","51446  >  443 [ACK] Seq=1520 Ack=9835 Win=131072 Len=0 TSval=841583808 TSecr=1058682957"
"2080","212.438477","192.168.1.1","224.0.0.1","IGMPv2","46","Membership Query, general"
"2081","212.608945","192.168.1.5","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"2082","213.329111","108.174.11.85","192.168.1.5","TCP","66","[TCP Retransmission] 443  >  51446 [FIN, ACK] Seq=9834 Ack=1520 Win=49152 Len=0 TSval=1058683808 TSecr=841583496"
"2083","213.329182","192.168.1.5","108.174.11.85","TCP","66","[TCP Dup ACK 2079#1] 51446  >  443 [ACK] Seq=1520 Ack=9835 Win=131072 Len=0 TSval=841584723 TSecr=1058682957"
"2084","213.428537","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.4? Tell 192.168.1.1"
"2085","214.350115","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"2086","215.373993","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"2087","216.397906","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"2088","216.618767","192.168.1.5","69.171.250.60","TLSv1.2","187","Application Data"
"2089","216.630901","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=29171 Ack=9405 Win=846 Len=0 TSval=1123503845 TSecr=867865087"
"2090","217.014432","69.171.250.60","192.168.1.5","TLSv1.2","101","Application Data"
"2091","217.014522","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9405 Ack=29206 Win=2047 Len=0 TSval=867865481 TSecr=1123504118"
"2092","217.421895","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"2093","217.422803","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.2? Tell 192.168.1.1"
"2094","217.423717","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"2095","217.424658","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.3? Tell 192.168.1.1"
"2096","217.425573","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"2097","217.425610","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"2098","217.426686","D-LinkIn_14:6e:4e","Broadcast","ARP","42","Who has 192.168.1.5? Tell 192.168.1.1"
"2099","217.426717","Apple_b4:68:f6","D-LinkIn_14:6e:4e","ARP","42","192.168.1.5 is at d0:81:7a:b4:68:f6"
"2100","217.446306","69.171.250.60","192.168.1.5","TLSv1.2","115","Application Data"
"2101","217.446395","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9405 Ack=29255 Win=2047 Len=0 TSval=867865910 TSecr=1123504660"
"2102","218.036645","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"2103","218.049109","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=29255 Ack=9533 Win=846 Len=0 TSval=1123505263 TSecr=867866498"
"2104","218.856982","69.171.250.60","192.168.1.5","TLSv1.2","153","Application Data"
"2105","218.857113","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=9533 Ack=29342 Win=2046 Len=0 TSval=867867315 TSecr=1123506046"
"2106","219.097644","192.168.1.5","69.171.250.60","TLSv1.2","237","Application Data"
"2107","219.109475","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=29342 Ack=9704 Win=857 Len=0 TSval=1123506324 TSecr=867867554"
"2108","219.298922","192.168.1.5","69.171.250.60","TLSv1.2","194","Application Data"
"2109","219.299962","192.168.1.5","69.171.250.60","TLSv1.2","263","Application Data"
"2110","219.310795","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=29342 Ack=9832 Win=857 Len=0 TSval=1123506525 TSecr=867867753"
"2111","219.311207","69.171.250.60","192.168.1.5","TCP","66","443  >  51166 [ACK] Seq=29342 Ack=10029 Win=868 Len=0 TSval=1123506526 TSecr=867867754"
"2112","219.382772","69.171.250.60","192.168.1.5","TLSv1.2","101","Application Data"
"2113","219.382911","192.168.1.5","69.171.250.60","TCP","66","51166  >  443 [ACK] Seq=10029 Ack=29377 Win=2047 Len=0 TSval=867867835 TSecr=1123506597"
"2114","219.429655","95.217.173.128","192.168.1.5","TLSv1.2","281","Application Data"
"2115","219.429803","192.168.1.5","95.217.173.128","TCP","66","51125  >  443 [ACK] Seq=298442 Ack=4773 Win=2044 Len=0 TSval=3827038021 TSecr=2477827913"
"2116","219.430966","192.168.1.5","125.22.47.125","DNS","76","Standard query 0x88ce A www.linkedin.com"
"2117","219.431161","192.168.1.5","125.22.47.125","DNS","76","Standard query 0x8bd2 AAAA www.linkedin.com"
"2118","219.441547","125.22.47.125","192.168.1.5","DNS","156","Standard query response 0x88ce A www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net A 13.107.42.14"
"2119","219.441552","125.22.47.125","192.168.1.5","DNS","168","Standard query response 0x8bd2 AAAA www.linkedin.com CNAME www-linkedin-com.l-0005.l-msedge.net CNAME l-0005.l-msedge.net AAAA 2620:1ec:21::14"
"2120","219.443031","192.168.1.5","125.22.47.125","DNS","79","Standard query 0x0e9a AAAA l-0005.l-msedge.net"
"2121","219.443224","192.168.1.5","13.107.42.14","TCP","78","51459  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2794193913 TSecr=0 SACK_PERM=1"
"2122","219.459051","125.22.47.125","192.168.1.5","DNS","107","Standard query response 0x0e9a AAAA l-0005.l-msedge.net AAAA 2620:1ec:21::14"
"2123","219.459061","13.107.42.14","192.168.1.5","TCP","66","443  >  51459 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"2124","219.459241","192.168.1.5","13.107.42.14","TCP","54","51459  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2125","219.459737","192.168.1.5","95.217.173.128","TLSv1.2","144","Application Data"
"2126","219.459738","192.168.1.5","95.217.173.128","TLSv1.2","173","Application Data"
"2127","219.459824","192.168.1.5","95.217.173.128","TLSv1.2","141","Application Data"
"2128","219.584272","69.171.250.60","192.168.1.5","TLSv1.2","111","Application Data"
